Pair;set;category;modality;traits;delta
16;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.109303261
16;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.00193931
16;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.003019632
16;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.002638274
16;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;-0.00337777
16;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.062739978
16;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.000140095
16;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;0
16;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.065364402
16;b) complete dataset;resistant forms;none;tachresist_non;0.128244475
16;b) complete dataset;respiration;tegument;tachrespir_teg;0.059161783
16;b) complete dataset;respiration;gill;tachrespir_gil;-0.062285864
16;b) complete dataset;respiration;plastron;tachrespir_pls;0.011595604
16;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.008471522
16;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
16;b) complete dataset;fecundity;< 100;fecund_less100;0.047670201
16;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.037449193
16;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.064469179
16;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.020650215
17;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.072322392
17;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.096896297
17;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.07885311
17;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.103427016
17;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.023490775
17;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.0311854
17;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.024808693
17;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.017114068
17;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0
17;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.085283036
17;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.138786279
17;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.144406831
17;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.097200483
17;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.017502917
17;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.082718597
17;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.000488077
17;b) complete dataset;locomotion;flier;tachloco_flr;0.000670229
17;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.088340569
17;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.017639642
17;b) complete dataset;locomotion;crawler;tachloco_crw;0.130920283
17;b) complete dataset;locomotion;burrower;tachloco_bur;-0.020870883
17;b) complete dataset;locomotion;interstitial;tachloco_int;0.012747314
17;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.020678357
17;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.003191625
17;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.013792076
17;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.183218038
17;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.169425961
17;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.268504122
17;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.039831389
17;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.051655678
17;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.061073055
17;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.049040581
17;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0
17;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.032752658
17;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;-0.034150762
17;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.006566661
17;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.045310935
17;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;0
17;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.042916653
17;b) complete dataset;resistant forms;none;tachresist_non;0.09479425
17;b) complete dataset;respiration;tegument;tachrespir_teg;-0.051063708
17;b) complete dataset;respiration;gill;tachrespir_gil;0.234362629
17;b) complete dataset;respiration;plastron;tachrespir_pls;0.014245225
17;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.197544145
17;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
17;b) complete dataset;fecundity;< 100;fecund_less100;0.006087444
17;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.006023058
17;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.005359122
17;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.005423508
21;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.039200251
21;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.01874128
21;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.052994665
21;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.004946866
21;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.012868135
21;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.033970662
21;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.024464098
21;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.003361572
21;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.003395113
21;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.010191765
21;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.104153516
21;b) complete dataset;feeding habits;scrapers;tachfeed_scr;-0.047197916
21;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.052080226
21;b) complete dataset;feeding habits;piercers;tachfeed_pie;0.040617896
21;b) complete dataset;feeding habits;predators;tachfeed_pre;0.038260334
21;b) complete dataset;feeding habits;parasites;tachfeed_par;0.006806098
21;b) complete dataset;locomotion;flier;tachloco_flr;0.000914743
21;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.000735078
21;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.032781331
21;b) complete dataset;locomotion;crawler;tachloco_crw;-0.119323573
21;b) complete dataset;locomotion;burrower;tachloco_bur;0.076877725
21;b) complete dataset;locomotion;interstitial;tachloco_int;0.006124485
21;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.064858834
21;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.004064195
21;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.009569034
21;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.029752362
21;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.039321396
21;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.172350773
21;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.049033578
21;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.092568861
21;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.096644941
21;b) complete dataset;reproduction;clutches, free;tachrepro_frc;0.046535718
21;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.00185923
21;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.006512628
21;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.064333539
21;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.061682062
21;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.169789614
21;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-5.25E-05
21;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.120707941
21;b) complete dataset;resistant forms;none;tachresist_non;-0.22876298
21;b) complete dataset;respiration;tegument;tachrespir_teg;0.22846138
21;b) complete dataset;respiration;gill;tachrespir_gil;-0.250797689
21;b) complete dataset;respiration;plastron;tachrespir_pls;0.008702317
21;b) complete dataset;respiration;spiracle;tachrespir_spi;0.013633992
21;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
21;b) complete dataset;fecundity;< 100;fecund_less100;0.274168486
21;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.064942135
21;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.206101884
21;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.003124468
23;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.085894281
23;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.035610665
23;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.173840602
23;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.052335656
23;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.059659304
23;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;0.045253139
23;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.184255062
23;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.07934262
23;b) complete dataset;feeding habits;absorbers;tachfeed_abs;-0.00231181
23;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.081915846
23;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.187797349
23;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.115015247
23;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.459110097
23;b) complete dataset;feeding habits;piercers;tachfeed_pie;0.012578616
23;b) complete dataset;feeding habits;predators;tachfeed_pre;0.060605387
23;b) complete dataset;feeding habits;parasites;tachfeed_par;0.003509462
23;b) complete dataset;locomotion;flier;tachloco_flr;0.005277078
23;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;0.002867223
23;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.12496434
23;b) complete dataset;locomotion;crawler;tachloco_crw;0.215098065
23;b) complete dataset;locomotion;burrower;tachloco_bur;0.028167642
23;b) complete dataset;locomotion;interstitial;tachloco_int;-0.04290857
23;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.333500004
23;b) complete dataset;locomotion;permanently attached;tachloco_pat;3.42E-05
23;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.017791347
23;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.079869674
23;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.097661021
23;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.109699921
23;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.09808754
23;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;0.139587448
23;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;-0.02064433
23;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.064035194
23;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.003144654
23;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.080164263
23;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.010499303
23;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.198330998
23;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.004679744
23;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;9.74E-06
23;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.281664163
23;b) complete dataset;resistant forms;none;tachresist_non;0.484665162
23;b) complete dataset;respiration;tegument;tachrespir_teg;-0.150508319
23;b) complete dataset;respiration;gill;tachrespir_gil;0.298345352
23;b) complete dataset;respiration;plastron;tachrespir_pls;0.013569628
23;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.161406661
23;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
23;b) complete dataset;fecundity;< 100;fecund_less100;-0.000812725
23;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.298966201
23;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.264159368
23;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.035619558
25;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.092891016
25;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.039845029
25;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.10772498
25;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.054678992
25;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.04342863
25;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.010378663
25;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.055022295
25;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.021972328
25;b) complete dataset;feeding habits;absorbers;tachfeed_abs;-0.000663648
25;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.051788156
25;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.032060149
25;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.116353371
25;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.088126908
25;b) complete dataset;feeding habits;piercers;tachfeed_pie;0.01213925
25;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.123525108
25;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.008582469
25;b) complete dataset;locomotion;flier;tachloco_flr;0.024718923
25;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.022542602
25;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.075698976
25;b) complete dataset;locomotion;crawler;tachloco_crw;0.052773181
25;b) complete dataset;locomotion;burrower;tachloco_bur;-0.04266806
25;b) complete dataset;locomotion;interstitial;tachloco_int;0.002392887
25;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.022871035
25;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.038153613
25;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.002528514
25;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.105771877
25;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.108300391
25;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.01885419
25;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.002077992
25;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;0.054337174
25;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.109571204
25;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.188051257
25;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.008840864
25;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.031360369
25;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.022555558
25;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.070391842
25;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.010886438
25;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-4.11E-05
25;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.027321429
25;b) complete dataset;resistant forms;none;tachresist_non;-0.086785746
25;b) complete dataset;respiration;tegument;tachrespir_teg;-0.090891289
25;b) complete dataset;respiration;gill;tachrespir_gil;0.014728081
